0.061284,0.13653,0.21859,0.2999,0.37861,0.45365,0.52418,0.58952,0.64915,0.70269,0.74993,0.79085,0.82562,0.85462,0.87839,0.89764,0.91319,0.92588,0.93645,0.94551,0.95336,0.95995,0.96483,0.96717,0.96583,0.95946,0.94661,0.92591,0.89618,0.85658,0.80665,0.74644,0.67654,0.59806,0.5127,0.42268,0.33074,0.24019,0.15502,0.080481,0.026264
0.053915,0.12011,0.19228,0.26378,0.33296,0.39888,0.4608,0.51811,0.57036,0.61722,0.65851,0.6942,0.72447,0.74963,0.77019,0.78677,0.80008,0.81088,0.81982,0.82743,0.83399,0.83944,0.84341,0.84517,0.84372,0.83789,0.82643,0.80814,0.782,0.74727,0.70357,0.65094,0.58987,0.52137,0.4469,0.36839,0.28824,0.20931,0.13508,0.070127,0.022885
0.047114,0.10496,0.16801,0.23045,0.29086,0.34838,0.40238,0.45233,0.49782,0.53856,0.57441,0.60535,0.63153,0.65324,0.67091,0.68509,0.69643,0.70556,0.71307,0.71943,0.72486,0.72935,0.73254,0.73383,0.73235,0.72707,0.71692,0.70087,0.67804,0.64778,0.60977,0.56405,0.51105,0.45164,0.38708,0.31904,0.24961,0.18125,0.11697,0.060718,0.019814
0.040855,0.091011,0.14568,0.1998,0.25214,0.30196,0.34869,0.39189,0.43119,0.46636,0.49726,0.52389,0.54637,0.56496,0.58004,0.5921,0.60168,0.60935,0.61562,0.62089,0.62537,0.62902,0.63157,0.63248,0.63101,0.62628,0.61738,0.6034,0.58361,0.55744,0.52463,0.4852,0.43955,0.38839,0.33283,0.2743,0.21458,0.1558,0.10054,0.052191,0.017031
0.035114,0.078221,0.12519,0.17169,0.21664,0.25941,0.2995,0.33654,0.37021,0.4003,0.42671,0.44943,0.46857,0.48436,0.49713,0.5073,0.51534,0.52173,0.52693,0.53126,0.53491,0.53786,0.53988,0.54049,0.53908,0.5349,0.52715,0.5151,0.49809,0.47566,0.44757,0.41387,0.37486,0.33119,0.28378,0.23385,0.18292,0.13281,0.085697,0.044484,0.014516
0.02987,0.066536,0.10649,0.14603,0.18423,0.22057,0.25462,0.28605,0.3146,0.3401,0.36244,0.38164,0.39778,0.41106,0.42177,0.43027,0.43695,0.44223,0.44649,0.45002,0.45297,0.45533,0.4569,0.4573,0.45598,0.45232,0.44566,0.43537,0.4209,0.40187,0.37807,0.34954,0.31655,0.27964,0.23958,0.19741,0.1544,0.11209,0.072328,0.037543,0.012251
0.025102,0.055913,0.089481,0.1227,0.15478,0.18528,0.21385,0.24021,0.26413,0.28548,0.30416,0.32019,0.33365,0.3447,0.35358,0.36059,0.36609,0.3704,0.37386,0.3767,0.37907,0.38094,0.38214,0.38237,0.38117,0.37802,0.37237,0.36369,0.35154,0.33558,0.31565,0.29179,0.26421,0.23337,0.19992,0.16471,0.12882,0.093516,0.060338,0.031318,0.010219
0.020792,0.046311,0.074111,0.10161,0.12817,0.15341,0.17704,0.19883,0.21859,0.23621,0.25162,0.26482,0.27588,0.28494,0.29221,0.29793,0.30238,0.30586,0.30863,0.3109,0.31276,0.31422,0.31514,0.31525,0.31418,0.31152,0.3068,0.29959,0.28952,0.27632,0.25987,0.24019,0.21746,0.19206,0.16451,0.13553,0.10599,0.076936,0.049638,0.025764,0.0084067
0.016923,0.037694,0.060317,0.082695,0.1043,0.12483,0.14404,0.16174,0.17778,0.19208,0.20456,0.21525,0.22419,0.2315,0.23735,0.24194,0.24549,0.24826,0.25044,0.25222,0.25367,0.25479,0.25548,0.2555,0.25459,0.25237,0.2485,0.24261,0.23442,0.2237,0.21035,0.19439,0.17598,0.1554,0.1331,0.10964,0.085738,0.062233,0.04015,0.020839,0.0067996
0.013482,0.030028,0.048049,0.06587,0.083074,0.099413,0.1147,0.12878,0.14153,0.15288,0.16279,0.17127,0.17834,0.18412,0.18873,0.19234,0.19512,0.19727,0.19896,0.20033,0.20144,0.20229,0.20278,0.20277,0.202,0.2002,0.19709,0.19239,0.18586,0.17734,0.16673,0.15407,0.13945,0.12314,0.10545,0.086863,0.067921,0.049299,0.031804,0.016507,0.005386
